atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	RDKit_SMARTS	RDKit_SMARTS_index	ligand_atom_type	interaction_types
N_pi_arom_don	47	0.0	0.9321145505897604	0.0			?	40	60	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	18	0.0	0.1826962217525258	0.0			?	40	60	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;pi
S_mix	42	0.0	1.5088213808661213	0.0			?	40	60	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
S_apol	128	12.0	4.347014652728492	2.7605151945986552	1.4605118742831609	4.510564050647991	+	40	60	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hydrophobic
Water	237	21.0	26.48517712348879	0.7928963397936208	0.5138808978766124	1.110615045160105	0	40	60	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
other_ligand	41	0.0	2.6274913093734207	0.0			?	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	
metal	7	0.0	0.3075146031734537	0.0			?	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	
C_ali_apol	267	15.0	28.17688900018177	0.5323511761679308	0.2672906333996505	0.8136201218874521	-	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hydrophobic
C_ali_weak_pol	269	11.0	17.962970249285714	0.6123708856244088	0.3306229127512266	0.9503705516922926	-	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hbond_weak;hydrophobic
C_ali_don	267	1.0	8.681638940207137	0.1151856241531441	0.0	0.366998108731445	-	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hbond_weak;hydrophobic
C_pi_carbonyl	263	5.0	3.069362690569691	1.6290026640911477	0.3254466507849063	3.0356435446785577	0	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;pi
C_pi_phenyl	229	17.0	10.921431463178063	1.5565725113338864	0.7613544372956645	2.3956278762891987	0	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hydrophobic;pi
C_pi_don	55	0.0	0.5467505181868849	0.0	0.0	0.0	-	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hydrophobic;hbond_weak;pi
C_pi_neg	151	0.0	0.8806067109000446	0.0	0.0	0.0	-	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;pi
C_pi_pos	21	0.0	0.107829683044664	0.0			?	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;pi
O_ali_mix	99	2.0	2.1178048837059373	0.9443740617408574	0.0	2.5757826007539952	0	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
O_pi_mix	76	0.0	1.0651827686183035	0.0	0.0	0.0	-	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
O_pi_acc	264	51.0	15.395458229912766	3.312665283382668	2.664251966465482	3.963160631383354	+	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;pi
O_pi_acc_neg	169	0.0	2.7772443724072127	0.0	0.0	0.0	-	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;pi
N_don_pos	93	0.0	1.454002094236817	0.0	0.0	0.0	-	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
N_pi_don_pos	44	2.0	0.7359123626891225	2.717714909274973			?	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak;pi
N_pi	7	0.0	0.0155583407840336	0.0			?	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;pi
N_pi_amide_don	261	3.0	6.647879373568222	0.4512717261278708	0.0	0.9942761153265656	-	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	47	0.0	0.2416410461077671	0.0			?	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	18	0.0	0.050103553457609	0.0			?	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;pi
S_mix	42	0.0	0.812474709229032	0.0			?	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
S_apol	128	4.0	1.76423834883728	2.267267346634992	0.5277672887665101	4.791872830705933	0	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hydrophobic
Water	237	10.0	14.640014748345031	0.6830594211751352	0.3424860439158668	1.0910765384462195	0	20	40	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
other_ligand	41	1.0	0.5155664414978471	1.939614217509492			?	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	
metal	7	0.0	0.0474466080371971	0.0			?	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	
C_ali_apol	267	1.0	3.183374406491161	0.3141320725456981	0.0	1.2292161588473696	0	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hydrophobic
C_ali_weak_pol	269	0.0	2.0200316968127705	0.0	0.0	0.0	-	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hbond_weak;hydrophobic
C_ali_don	267	0.0	0.7098427614349836	0.0	0.0	0.0	-	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hbond_weak;hydrophobic
C_pi_carbonyl	263	1.0	0.3296941381775753	3.0331142844323	0.0	10.665652921495688	0	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;pi
C_pi_phenyl	229	5.0	1.1982807575497256	4.172644823425292	0.0	8.929956012943341	0	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hydrophobic;pi
C_pi_don	55	0.0	0.1466872892816565	0.0	0.0	0.0	-	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hydrophobic;hbond_weak;pi
C_pi_neg	151	0.0	0.0881795953289985	0.0	0.0	0.0	-	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;pi
C_pi_pos	21	0.0	0.0149675908368453	0.0			?	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;pi
O_ali_mix	99	0.0	0.0746924022588307	0.0	0.0		0	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
O_pi_mix	76	0.0	0.0360940298461674	0.0	0.0		0	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
O_pi_acc	264	1.0	1.3554994016612505	0.7377354787279409	0.0	1.9651389533520216	0	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;pi
O_pi_acc_neg	169	1.0	0.31411160700545	3.1835818151815367	0.0	11.817407473702314	0	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;pi
N_don_pos	93	0.0	0.1853961815088694	0.0	0.0	0.0	-	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
N_pi_don_pos	44	0.0	0.1107866350374314	0.0			?	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak;pi
N_pi	7	0.0	0.0				?	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	
N_pi_amide_don	261	0.0	0.7064532995611493	0.0	0.0	0.0	-	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	47	0.0	0.0623366534737944	0.0			?	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	18	0.0	0.0230128386318385	0.0			?	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hydrophobic;pi
S_mix	42	0.0	0.0202468598989975	0.0			?	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
S_apol	128	2.0	0.2208046280243924	9.057781161086256	0.0	19.7937633691543	0	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	hydrophobic
Water	237	1.0	1.636494177643067	0.6110623634727702	0.0	1.855694795266201	0	0	20	c1[nd2H0]c[cd2]c[nd2H0]1	3	carbon_aromatic_pyrimidine_5	desolvation;hbond_weak
other_ligand	131	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
metal	55	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_apol	690	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_weak_pol	717	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_don	716	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_carbonyl	694	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_phenyl	629	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_don	223	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_neg	436	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_pos	165	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_ali_mix	392	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_pi_mix	193	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_pi_acc	715	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_pi_acc_neg	498	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_don_pos	303	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_don_pos	250	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi	14	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_amide_don	705	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_arom_don	169	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_arom_acc	80	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
S_mix	71	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
S_apol	300	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
Water	680	0.0	0.0				?	160	180	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
other_ligand	131	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
metal	55	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_apol	690	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_weak_pol	717	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_don	716	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_carbonyl	694	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_phenyl	629	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_don	223	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_neg	436	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_pos	165	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_ali_mix	392	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_pi_mix	193	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_pi_acc	715	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_pi_acc_neg	498	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_don_pos	303	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_don_pos	250	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi	14	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_amide_don	705	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_arom_don	169	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_arom_acc	80	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
S_mix	71	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
S_apol	300	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
Water	680	0.0	0.0				?	140	160	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
other_ligand	131	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
metal	55	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_apol	690	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_weak_pol	717	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_don	716	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_carbonyl	694	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_phenyl	629	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_don	223	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_neg	436	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_pi_pos	165	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_ali_mix	392	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_pi_mix	193	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_pi_acc	715	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
O_pi_acc_neg	498	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_don_pos	303	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_don_pos	250	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi	14	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_amide_don	705	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_arom_don	169	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
N_pi_arom_acc	80	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
S_mix	71	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
S_apol	300	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
Water	680	0.0	0.0				?	120	140	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
other_ligand	131	13.0	13.552101043187164	0.9592608525107836	0.4617264849082595	1.5220539592010869	0	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
metal	55	0.0	4.162127153631784	0.0	0.0	0.0	-	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_apol	690	210.0	131.62222139129057	1.5954752759847866	1.4122522245271594	1.764152609739027	+	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hydrophobic
C_ali_weak_pol	717	152.0	98.59696463565766	1.541629608595771	1.3370056372638763	1.768561890308488	+	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_ali_don	716	39.0	79.61282702970225	0.4898708092032674	0.3385272408244699	0.668706024566142	-	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	694	23.0	21.424783478700785	1.0735231010789537	0.6565783455539992	1.5752603102083529	0	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	629	269.0	90.51571950944208	2.971859489797675	2.632471437484633	3.289532914680424	+	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	223	12.0	10.016474396149537	1.198026323974128	0.49732622365686	1.9383505419567224	0	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	436	4.0	8.803765296041023	0.4543510492946427	0.0	1.0715521977104925	0	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
C_pi_pos	165	16.0	2.3742578776901504	6.738947841489719	3.745506437326255	10.350022824447104	+	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	multipolar;desolvation;pi
O_ali_mix	392	3.0	19.724053140681107	0.1520985559409421	0.0	0.3460538773921298	-	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	193	2.0	6.911586749305677	0.2893691524888862	0.0	0.746795573795921	-	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	715	45.0	79.53326578108255	0.5658009835012145	0.4002376823138242	0.748802524870672	-	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	498	8.0	36.95408182411376	0.2164848808333734	0.0832441925649683	0.3953868995379981	-	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
N_don_pos	303	0.0	15.31885207402966	0.0	0.0	0.0	-	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	multipolar;desolvation;hbond_classic
N_pi_don_pos	250	26.0	30.578362052816573	0.8502744507731126	0.5365213420436297	1.2189820796591728	0	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	multipolar;desolvation;pi;hbond_classic
N_pi	14	0.0	0.1297211854108761	0.0			?	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	705	16.0	66.65789491464984	0.2400315824627635	0.1331016631619378	0.3629587317033761	-	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	169	3.0	5.676470354086912	0.5284974311263825	0.0	1.2532163339417728	0	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	80	8.0	2.0894056622475268	3.828840011563183	1.0669438963583064	6.81516212472158	+	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	71	4.0	2.680414270981897	1.492306634576568	0.0	3.253528646438125	0	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hbond_weak
S_apol	300	18.0	13.454934793727768	1.3377991254473405	0.8036275913251494	2.007124853583218	0	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hydrophobic
Water	680	28.0	158.60971538537282	0.1765339527403388	0.1044085212831359	0.2710631678265264	-	100	120	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	131	43.0	37.73091618551583	1.1396489761493485	0.7201880108961639	1.5117245065012743	0	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
metal	55	0.0	12.45518644239542	0.0	0.0	0.0	-	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_apol	690	505.0	331.4794271079025	1.523473128954134	1.4219875534593076	1.6313808352849553	+	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hydrophobic
C_ali_weak_pol	717	377.0	245.5711675283489	1.5351965126625824	1.4071617848386788	1.6646573981233743	+	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_ali_don	716	245.0	195.2593956494387	1.25474115693702	1.1204365988009868	1.390307589334861	+	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	694	52.0	52.25727043528213	0.99507684896017	0.7462747427088673	1.3099537292776724	0	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	629	428.0	204.10020927090025	2.097009118848672	1.888481732304172	2.28773042331416	+	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	223	20.0	22.95607492031256	0.8712290785522359	0.5179565995664295	1.2253289227117288	0	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	436	10.0	21.32743830815836	0.4688795651644067	0.1974667139777235	0.7849893836126123	-	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
C_pi_pos	165	21.0	5.44958697796806	3.8535030425058174	2.3246148852804804	5.258167030172567	+	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	multipolar;desolvation;pi
O_ali_mix	392	24.0	53.86032740114117	0.4455969942635643	0.2760234708331218	0.6448096124102158	-	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	193	8.0	17.143237660211394	0.4666563083686114	0.1694314502084518	0.8589513276008667	-	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	715	70.0	187.7736651237496	0.3727892298095554	0.2929734205326838	0.4616875988524523	-	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	498	16.0	90.547389661007	0.1767030508543768	0.0982661118076256	0.2601655242033106	-	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
N_don_pos	303	3.0	31.880377794030565	0.0941017706685312	0.0	0.2151584477594422	-	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	multipolar;desolvation;hbond_classic
N_pi_don_pos	250	64.0	66.30805963744139	0.9651918688307066	0.7429545318189458	1.1794003216551294	0	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	multipolar;desolvation;pi;hbond_classic
N_pi	14	1.0	0.1684808232417119	5.935393600049927			?	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	705	114.0	159.46857324257212	0.7148743961394287	0.578746295154258	0.8499810491572738	-	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	169	10.0	12.651326253813352	0.7904309634719766	0.3902178889922516	1.317031749254602	0	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	80	5.0	4.549998070399368	1.098901564932122	0.0	2.574732000150807	0	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	71	11.0	7.522776498193715	1.4622260813731731	0.7835261935532648	2.352022863210421	0	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hbond_weak
S_apol	300	39.0	38.34523891868213	1.0170754205680244	0.7246794095419355	1.2729808964392562	0	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hydrophobic
Water	680	123.0	390.193876089294	0.3152279098605126	0.2660255701215033	0.3691215360989606	-	80	100	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	131	24.0	33.207375200762726	0.7227310154717905	0.4323945865636852	0.9973816352379882	-	60	80	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
metal	55	1.0	14.071501557718396	0.0710656212415005	0.0	0.2834210888225251	-	60	80	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	
C_ali_apol	690	255.0	366.9110820018649	0.6949912731136966	0.6218212093878254	0.7617143521492016	-	60	80	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hydrophobic
C_ali_weak_pol	717	435.0	266.17839020668094	1.6342423577745482	1.524299083866328	1.7404722105435957	+	60	80	[cd2]1[nd2]cccn1	1	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
