atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	distance_min	distance_max	ligand_atom_type	interaction_types
N_pi	14	0.0	0.0260528246380167	0.0			?	0	180	3.0	3.25	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	705	201.0	27.581946085637178	7.287375567189121	6.486010412904741	8.21959992657802	+	0	180	3.0	3.25	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	169	2.0	1.7515044348881124	1.1418754986639597	0.0	3.3416033018149545	0	0	180	3.0	3.25	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	80	0.0	0.695751147046226	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	71	1.0	1.2323065497428116	0.8114863953362131	0.0	2.384891825253574	0	0	180	3.0	3.25	nitrogen_pyrimidine	desolvation;hbond_weak
S_apol	300	0.0	5.781749771120622	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_pyrimidine	desolvation;hydrophobic
Water	680	82.0	68.95272457217209	1.1892205929320672	0.9903922591246788	1.4000886679884152	0	0	180	3.0	3.25	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	131	9.0	10.288870782965711	0.8747315609114684	0.3003111909899422	1.3536231242869663	0	0	180	3.25	3.5	nitrogen_pyrimidine	
metal	55	0.0	3.887490305667628	0.0	0.0	0.0	-	0	180	3.25	3.5	nitrogen_pyrimidine	
C_ali_apol	690	103.0	89.93044955256431	1.1453295353516113	0.9443352783706768	1.328245543592462	0	0	180	3.25	3.5	nitrogen_pyrimidine	desolvation;hydrophobic
C_ali_weak_pol	717	106.0	74.47389070348866	1.4233176083418255	1.1805869411747392	1.6459455185330216	+	0	180	3.25	3.5	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_ali_don	716	97.0	59.7348067371866	1.6238438742552217	1.3294071325157837	1.9527386502394304	+	0	180	3.25	3.5	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	694	11.0	16.072523841109465	0.6843978026565294	0.3119338793391375	1.0987925561356204	0	0	180	3.25	3.5	nitrogen_pyrimidine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	629	126.0	67.42337263909674	1.8687881526551888	1.5768901815740557	2.2019271209293616	+	0	180	3.25	3.5	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	223	6.0	7.5162547922598115	0.7982699051366327	0.2457306965297186	1.4039407470470695	0	0	180	3.25	3.5	nitrogen_pyrimidine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	436	1.0	7.257685854516479	0.1377849661786748	0.0	0.4630190190348245	-	0	180	3.25	3.5	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
C_pi_pos	165	7.0	2.0348771479820016	3.440011111698776	1.135795281391335	5.895003297046468	+	0	180	3.25	3.5	nitrogen_pyrimidine	multipolar;desolvation;pi
O_ali_mix	392	18.0	16.684813198618528	1.0788253836423154	0.6445961263915411	1.5710024218789826	0	0	180	3.25	3.5	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	193	5.0	5.696498490191583	0.8777321733006974	0.1739953438060936	1.7770620081642796	0	0	180	3.25	3.5	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	715	38.0	55.43010395628229	0.6855480557996173	0.4764846846107771	0.8958647706627695	-	0	180	3.25	3.5	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	498	10.0	30.281954688078105	0.3302296731834475	0.1328283737163585	0.5470481897837186	-	0	180	3.25	3.5	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
N_don_pos	303	1.0	9.985765533954028	0.1001425475693132	0.0	0.3334126868917517	-	0	180	3.25	3.5	nitrogen_pyrimidine	multipolar;desolvation;hbond_classic
N_pi_don_pos	250	34.0	24.36417865527685	1.3954913268802598	0.9681498197859284	1.8651893398950807	0	0	180	3.25	3.5	nitrogen_pyrimidine	multipolar;desolvation;pi;hbond_classic
N_pi	14	1.0	0.0740452081504642	13.505262865463774			?	0	180	3.25	3.5	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	705	35.0	49.95012758855266	0.7006989108876899	0.478696642041678	0.919750819957744	-	0	180	3.25	3.5	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	169	5.0	4.213378820532903	1.1866960491740466	0.255901550696212	2.2288797062681613	0	0	180	3.25	3.5	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	80	4.0	1.3710581241068756	2.917454723231118	0.6430998416856857	6.008440201379968	0	0	180	3.25	3.5	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	71	1.0	1.919322867467599	0.5210170820917818	0.0	1.80017286254959	0	0	180	3.25	3.5	nitrogen_pyrimidine	desolvation;hbond_weak
S_apol	300	9.0	12.08673752750762	0.7446178077018166	0.2804566530851596	1.2424559518901377	0	0	180	3.25	3.5	nitrogen_pyrimidine	desolvation;hydrophobic
Water	680	48.0	124.32179298444308	0.3860948177123414	0.2703382447659856	0.4994378092184326	-	0	180	3.25	3.5	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	131	26.0	22.744772456244032	1.1431198113772434	0.6473354615034911	1.5790221300589404	0	0	180	3.5	3.75	nitrogen_pyrimidine	
metal	55	0.0	8.115361608872464	0.0	0.0	0.0	-	0	180	3.5	3.75	nitrogen_pyrimidine	
C_ali_apol	690	279.0	212.14716010905616	1.3151248400241489	1.181831255209716	1.4529590188284158	+	0	180	3.5	3.75	nitrogen_pyrimidine	desolvation;hydrophobic
C_ali_weak_pol	717	294.0	157.40207970386967	1.867827925483072	1.6979985423039954	2.05414304900467	+	0	180	3.5	3.75	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_ali_don	716	243.0	125.5679190024404	1.935207670322842	1.7317555016472477	2.1512464337999493	+	0	180	3.5	3.75	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	694	24.0	32.935014807566006	0.7287077337061525	0.4356422589849176	1.0449963809439422	0	0	180	3.5	3.75	nitrogen_pyrimidine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	629	296.0	130.19655285097528	2.273485691582062	2.053194129632607	2.533438234990853	+	0	180	3.5	3.75	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	223	10.0	14.15357553986262	0.7065352477072422	0.3049273062226667	1.2145415456123234	0	0	180	3.5	3.75	nitrogen_pyrimidine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	436	9.0	13.919710300968392	0.6465651802662784	0.2759519401064162	1.102100268065788	0	0	180	3.5	3.75	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
C_pi_pos	165	12.0	3.297625030236985	3.638982567747436	1.896476010581708	5.547821031352896	+	0	180	3.5	3.75	nitrogen_pyrimidine	multipolar;desolvation;pi
O_ali_mix	392	11.0	33.47916147036936	0.3285625898885048	0.1511698246453212	0.5209718278989527	-	0	180	3.5	3.75	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	193	3.0	10.779549318210345	0.2783047705836806	0.0	0.6442729518881567	-	0	180	3.5	3.75	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	715	50.0	120.74530516530044	0.4140947752092717	0.3046555684825041	0.5285306135562626	-	0	180	3.5	3.75	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	498	7.0	59.905937424806766	0.1168498533018754	0.0329462518765511	0.2132243795405257	-	0	180	3.5	3.75	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
N_don_pos	303	0.0	21.32616948380259	0.0	0.0	0.0	-	0	180	3.5	3.75	nitrogen_pyrimidine	multipolar;desolvation;hbond_classic
N_pi_don_pos	250	31.0	39.74726460423946	0.7799278845642507	0.500841189123514	1.084048171981866	0	0	180	3.5	3.75	nitrogen_pyrimidine	multipolar;desolvation;pi;hbond_classic
N_pi	14	0.0	0.1168677842359005	0.0			?	0	180	3.5	3.75	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	705	27.0	101.9737057221232	0.2647741376936383	0.1657669300450771	0.3628645186147387	-	0	180	3.5	3.75	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	169	3.0	7.248851654439493	0.4138586555516938	0.0	0.9339472170556594	-	0	180	3.5	3.75	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	80	4.0	2.67055460303002	1.4978162196951854	0.3203856631685094	3.1878086148279574	0	0	180	3.5	3.75	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	71	7.0	4.949458098089722	1.414296244411423	0.4378683760058592	2.545855269377876	0	0	180	3.5	3.75	nitrogen_pyrimidine	desolvation;hbond_weak
S_apol	300	25.0	24.75866653016291	1.009747434076996	0.6299520029642535	1.3514425591016797	0	0	180	3.5	3.75	nitrogen_pyrimidine	desolvation;hydrophobic
Water	680	27.0	239.8187367310976	0.1125850313784047	0.0738916312126182	0.1538687624287626	-	0	180	3.5	3.75	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	131	13.0	14.12515876837404	0.9203436374185578	0.3951718751189106	1.47162446492305	0	0	180	3.75	4.0	nitrogen_pyrimidine	
metal	55	0.0	4.6490105132696025	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_pyrimidine	
C_ali_apol	690	250.0	174.3223702346347	1.4341246029611956	1.286803032508642	1.5884927425301223	+	0	180	3.75	4.0	nitrogen_pyrimidine	desolvation;hydrophobic
C_ali_weak_pol	717	232.0	114.66761129874683	2.02323914636683	1.814794381540896	2.2637784444683207	+	0	180	3.75	4.0	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_ali_don	716	213.0	87.767174953674	2.426875424809189	2.169769583353742	2.68580711802542	+	0	180	3.75	4.0	nitrogen_pyrimidine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	694	38.0	23.60928732106518	1.6095360898969122	1.1845471271196324	2.107739393383289	+	0	180	3.75	4.0	nitrogen_pyrimidine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	629	163.0	87.69019351702835	1.858816744067824	1.5875576016439452	2.088850427109817	+	0	180	3.75	4.0	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	223	9.0	8.513358102012038	1.0571621553042565	0.4708760536401954	1.734950166382806	0	0	180	3.75	4.0	nitrogen_pyrimidine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	436	8.0	8.78159939917318	0.9109957806493916	0.3327940763021434	1.5518753851645692	0	0	180	3.75	4.0	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
C_pi_pos	165	6.0	1.7641282566257317	3.401113256626969	0.613375729260686	6.700877505375296	0	0	180	3.75	4.0	nitrogen_pyrimidine	multipolar;desolvation;pi
O_ali_mix	392	0.0	20.998342984248147	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	193	0.0	6.144736754819991	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	715	0.0	94.2633307908884	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	498	0.0	38.05391414333258	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_pyrimidine	electrostatic_repulsion;desolvation;pi
N_don_pos	303	1.0	16.50101784055017	0.0606023222120617	0.0	0.1903526911195809	-	0	180	3.75	4.0	nitrogen_pyrimidine	multipolar;desolvation;hbond_classic
N_pi_don_pos	250	6.0	23.949369569565327	0.250528515273519	0.0789194842591275	0.4511033872628803	-	0	180	3.75	4.0	nitrogen_pyrimidine	multipolar;desolvation;pi;hbond_classic
N_pi	14	0.0	0.0450541728372414	0.0			?	0	180	3.75	4.0	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	705	15.0	71.15026210584065	0.210821429971495	0.1171937097251015	0.3250949985178346	-	0	180	3.75	4.0	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	169	2.0	4.745164571080073	0.4214816936359215	0.0	1.035794677940065	0	0	180	3.75	4.0	nitrogen_pyrimidine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	80	0.0	1.885990318827124	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_pyrimidine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	71	5.0	3.0788219928692127	1.623997753550021	0.3552829456648991	3.0843052738736256	0	0	180	3.75	4.0	nitrogen_pyrimidine	desolvation;hbond_weak
S_apol	300	25.0	17.86042335746582	1.3997428560140917	0.904082259129936	1.9225264974808136	0	0	180	3.75	4.0	nitrogen_pyrimidine	desolvation;hydrophobic
Water	680	0.0	161.4336790330715	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_pyrimidine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	321	16.0	15.175848639424444	1.0543067725672055	0.6428341671990926	1.500879826492622	0	0	180	2.5	2.75	nitrogen_amine_prim	
metal	142	1.0	5.496872452656102	0.181921630638673	0.0	0.6507522797725339	-	0	180	2.5	2.75	nitrogen_amine_prim	
C_ali_apol	1184	0.0	58.73036992452765	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	desolvation
C_ali_weak_pol	1294	0.0	54.715637830128	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_ali_don	1328	0.0	49.63801083508989	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_pi_carbonyl	1297	0.0	17.118815681210545	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	desolvation;electrostatic_repulsion
C_pi_phenyl	1108	0.0	56.55998189263697	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	desolvation;hbond_weak
C_pi_don	512	0.0	9.96102286403373	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_pi_neg	1129	0.0	11.392398820517997	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	multipolar;desolvation;ionic;hbond_weak
C_pi_pos	330	0.0	1.3933001329044128	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion
O_ali_mix	838	26.0	19.29663385203556	1.347385258971337	0.8969657716101584	1.8339656108225544	0	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_mix	468	17.0	10.104484644106511	1.6824212811204902	0.9518667857601492	2.445687102114725	0	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_acc	1316	140.0	66.41415664722959	2.10798430737643	1.845334828940234	2.394574472590804	+	0	180	2.5	2.75	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
O_pi_acc_neg	1210	270.0	49.553288188537536	5.4486797924028645	4.9884956285625135	5.920453754412825	+	0	180	2.5	2.75	nitrogen_amine_prim	multipolar;electrostatic_repulsion;hbond_classic
N_don_pos	396	0.0	5.397533667244293	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion
N_pi_don_pos	452	1.0	17.882524540682557	0.0559205160169085	0.0	0.1848444458363546	-	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion
N_pi	25	0.0	0.0468930977086519	0.0			?	0	180	2.5	2.75	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
N_pi_amide_don	1277	0.0	38.23267435103926	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_don	383	0.0	4.750364273452136	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_acc	312	0.0	3.3145542199717486	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
S_mix	121	0.0	1.4724168048265225	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion
S_apol	398	0.0	8.343061828726402	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_amine_prim	desolvation
Water	1305	156.0	122.00915481130971	1.278592579722874	1.1125095114001204	1.4434289927501218	+	0	180	2.5	2.75	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
other_ligand	321	44.0	45.89058694130784	0.958802293295446	0.6931315616395751	1.214268533898826	0	0	180	2.75	3.0	nitrogen_amine_prim	
metal	142	1.0	11.294722809879536	0.0885369226702311	0.0	0.2771949665870202	-	0	180	2.75	3.0	nitrogen_amine_prim	
C_ali_apol	1184	2.0	158.12443148576602	0.0126482668187808	0.0	0.0327611659694388	-	0	180	2.75	3.0	nitrogen_amine_prim	desolvation
C_ali_weak_pol	1294	2.0	148.90009349437423	0.0134318250114165	0.0	0.0341058871083499	-	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_ali_don	1328	2.0	151.0778351287745	0.0132382092865922	0.0	0.0333091542566785	-	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_pi_carbonyl	1297	2.0	52.5984447312536	0.038023937974189	0.0	0.0959188259604623	-	0	180	2.75	3.0	nitrogen_amine_prim	desolvation;electrostatic_repulsion
C_pi_phenyl	1108	3.0	143.7615305239919	0.0208678913549778	0.0	0.0432874577674202	-	0	180	2.75	3.0	nitrogen_amine_prim	desolvation;hbond_weak
C_pi_don	512	0.0	23.66930425379919	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_pi_neg	1129	5.0	29.440595253054948	0.1698335226248921	0.0642150218774501	0.3328412099240955	-	0	180	2.75	3.0	nitrogen_amine_prim	multipolar;desolvation;ionic;hbond_weak
C_pi_pos	330	1.0	3.555396040768928	0.2812626184349716	0.0	0.8837149723971609	-	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion
O_ali_mix	838	90.0	60.49509020155348	1.487724040085634	1.218110183666961	1.7513343920872384	+	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_mix	468	30.0	23.58717071955876	1.2718778507472135	0.8967325394219691	1.6729571000075258	0	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_acc	1316	437.0	183.36748192224795	2.383192458220581	2.19821668152208	2.558922530834597	+	0	180	2.75	3.0	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
O_pi_acc_neg	1210	606.0	130.1803779629551	4.655079432727156	4.383829675488195	4.936369012461376	+	0	180	2.75	3.0	nitrogen_amine_prim	multipolar;electrostatic_repulsion;hbond_classic
N_don_pos	396	2.0	17.33256714321366	0.1153897159880943	0.0	0.2952329091931335	-	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion
N_pi_don_pos	452	6.0	44.30767076034575	0.1354167325214	0.0421740720263936	0.2528365194247226	-	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion
N_pi	25	0.0	0.1620647732133272	0.0			?	0	180	2.75	3.0	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
N_pi_amide_don	1277	8.0	111.65086940225753	0.0716519275024852	0.0263189301137958	0.1328735025984047	-	0	180	2.75	3.0	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_don	383	1.0	11.059231003591028	0.0904222002122291	0.0	0.2917325653950786	-	0	180	2.75	3.0	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_acc	312	8.0	7.77654752933828	1.028734148388949	0.4125042714580404	1.7998050714241065	0	0	180	2.75	3.0	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
S_mix	121	1.0	5.798512172898446	0.1724580323680065	0.0	0.5320034563957842	-	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion
S_apol	398	0.0	24.47457986431122	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_amine_prim	desolvation
Water	1305	482.0	344.4948958815443	1.3991499025452536	1.312598407443189	1.495545234063274	+	0	180	2.75	3.0	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
other_ligand	321	31.0	30.18114010458472	1.0271315096970406	0.6731105578349111	1.3661152301530268	0	0	180	3.0	3.25	nitrogen_amine_prim	
metal	142	0.0	6.526637945567891	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_amine_prim	
C_ali_apol	1184	8.0	95.31801645148242	0.0839295685939085	0.0387472328194073	0.1452950645614792	-	0	180	3.0	3.25	nitrogen_amine_prim	desolvation
C_ali_weak_pol	1294	18.0	92.10115743353808	0.1954372833260986	0.111604114815343	0.27928114832772	-	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_ali_don	1328	14.0	89.0104482280263	0.1572849061958985	0.0856269662493433	0.235237593799292	-	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_pi_carbonyl	1297	4.0	31.788171467448592	0.1258329691626346	0.031140668280599	0.257162061394772	-	0	180	3.0	3.25	nitrogen_amine_prim	desolvation;electrostatic_repulsion
C_pi_phenyl	1108	24.0	89.30928972122177	0.2687290434725862	0.159813504631561	0.4037925234317269	-	0	180	3.0	3.25	nitrogen_amine_prim	desolvation;hbond_weak
C_pi_don	512	6.0	17.082340682725675	0.3512399214744284	0.0692380956330113	0.6829877533029733	-	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_pi_neg	1129	47.0	18.393047600857955	2.5553133455603985	1.861505832574004	3.2242196454000145	+	0	180	3.0	3.25	nitrogen_amine_prim	multipolar;desolvation;ionic;hbond_weak
C_pi_pos	330	1.0	1.8731081604135085	0.5338720000980827	0.0	1.7409242024949791	0	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion
O_ali_mix	838	54.0	39.33842318592496	1.372703723908305	1.0452562988287817	1.7169896742388229	+	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_mix	468	26.0	15.966852523531166	1.6283735295783857	1.10262982095076	2.2287583957647654	+	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_acc	1316	253.0	113.5512064358102	2.2280696783527296	2.0155223979346464	2.437891371498381	+	0	180	3.0	3.25	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
O_pi_acc_neg	1210	217.0	76.99091905079503	2.8185142179798306	2.5016013935997248	3.142464698380323	+	0	180	3.0	3.25	nitrogen_amine_prim	multipolar;electrostatic_repulsion;hbond_classic
N_don_pos	396	0.0	9.90379499147548	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion
N_pi_don_pos	452	8.0	26.52075465198877	0.301650541433597	0.0805714181671258	0.5296917865045846	-	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion
N_pi	25	0.0	0.0893655271877225	0.0			?	0	180	3.0	3.25	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
N_pi_amide_don	1277	14.0	68.54124829105251	0.2042565659229113	0.1063048960048625	0.325304230294937	-	0	180	3.0	3.25	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_don	383	0.0	8.462468455255747	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_acc	312	11.0	5.452689441237018	2.0173531096068618	1.031200589379447	3.186075192361848	+	0	180	3.0	3.25	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
S_mix	121	2.0	3.4447895119640126	0.5805869975665712	0.0	1.371617510768247	0	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion
S_apol	398	0.0	15.52622874062585	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_amine_prim	desolvation
Water	1305	317.0	199.6279013972844	1.5879543780261984	1.4255055980281226	1.725783045015835	+	0	180	3.0	3.25	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
other_ligand	321	66.0	39.97935230400618	1.6508521573368855	1.3070564582865118	2.034424405378458	+	0	180	3.25	3.5	nitrogen_amine_prim	
metal	142	2.0	10.00360848464893	0.1999278563399503	0.0	0.5427886345411834	-	0	180	3.25	3.5	nitrogen_amine_prim	
C_ali_apol	1184	50.0	99.58705511180978	0.5020732859693793	0.3469661470717072	0.6703059333743181	-	0	180	3.25	3.5	nitrogen_amine_prim	desolvation
